"","local_authority","phase_type","affordability","number_developments","rurality","housing_type","himidlow","number_beds","pupil_yield"
"4168","LA09","SEN","affordable.housing","Total","Total","Total","Total","4..bed",0.5
"4169","LA09","SS","market.housing","Total","Total","Total","Total","1.bed",0.0125
"4170","LA09","SS","market.housing","Total","Total","Total","Total","2.bed",0.0741
"4171","LA09","SS","market.housing","Total","Total","Total","Total","3.bed",0.1486
"4172","LA09","SS","market.housing","Total","Total","Total","Total","4..bed",0.186
"4173","LA09","SS","affordable.housing","Total","Total","Total","Total","1.bed",0.0238
"4174","LA09","SS","affordable.housing","Total","Total","Total","Total","2.bed",0.3382
"4175","LA09","SS","affordable.housing","Total","Total","Total","Total","3.bed",0.6383
"4176","LA09","SS","affordable.housing","Total","Total","Total","Total","4..bed",1.5
"4177","LA10","All Phases","market.housing","Total","Total","Total","Total","1.bed",0.3276
"4178","LA10","All Phases","market.housing","Total","Total","Total","Total","2.bed",0.7262
"4179","LA10","All Phases","market.housing","Total","Total","Total","Total","3.bed",0.5634
"4180","LA10","All Phases","market.housing","Total","Total","Total","Total","4..bed",1.0682
"4181","LA10","All Phases","affordable.housing","Total","Total","Total","Total","1.bed",0.7896
"4182","LA10","All Phases","affordable.housing","Total","Total","Total","Total","2.bed",1.4737
"4183","LA10","All Phases","affordable.housing","Total","Total","Total","Total","3.bed",1.5897
"4184","LA10","All Phases","affordable.housing","Total","Total","Total","Total","4..bed",4.475
"4185","LA10","AP","market.housing","Total","Total","Total","Total","1.bed",0
"4186","LA10","AP","market.housing","Total","Total","Total","Total","2.bed",0
"4187","LA10","AP","market.housing","Total","Total","Total","Total","3.bed",0
"4188","LA10","AP","market.housing","Total","Total","Total","Total","4..bed",0
"4189","LA10","AP","affordable.housing","Total","Total","Total","Total","1.bed",0.0032
"4190","LA10","AP","affordable.housing","Total","Total","Total","Total","2.bed",0.0058
"4191","LA10","AP","affordable.housing","Total","Total","Total","Total","3.bed",0.0171
"4192","LA10","AP","affordable.housing","Total","Total","Total","Total","4..bed",0.05
"4193","LA10","EY","market.housing","Total","Total","Total","Total","1.bed",0.2184
"4194","LA10","EY","market.housing","Total","Total","Total","Total","2.bed",0.2738
"4195","LA10","EY","market.housing","Total","Total","Total","Total","3.bed",0.2817
"4196","LA10","EY","market.housing","Total","Total","Total","Total","4..bed",0.4545
"4197","LA10","EY","affordable.housing","Total","Total","Total","Total","1.bed",0.4854
"4198","LA10","EY","affordable.housing","Total","Total","Total","Total","2.bed",0.9006
"4199","LA10","EY","affordable.housing","Total","Total","Total","Total","3.bed",0.7009
"4200","LA10","EY","affordable.housing","Total","Total","Total","Total","4..bed",1.025
"4201","LA10","FE","market.housing","Total","Total","Total","Total","1.bed",0.0287
"4202","LA10","FE","market.housing","Total","Total","Total","Total","2.bed",0.0476
"4203","LA10","FE","market.housing","Total","Total","Total","Total","3.bed",0.0563
"4204","LA10","FE","market.housing","Total","Total","Total","Total","4..bed",0.0455
"4205","LA10","FE","affordable.housing","Total","Total","Total","Total","1.bed",0.0421
"4206","LA10","FE","affordable.housing","Total","Total","Total","Total","2.bed",0.0526
"4207","LA10","FE","affordable.housing","Total","Total","Total","Total","3.bed",0.0769
"4208","LA10","FE","affordable.housing","Total","Total","Total","Total","4..bed",0.3
"4209","LA10","MAINSTREAM","market.housing","Total","Total","Total","Total","1.bed",0.3276
"4210","LA10","MAINSTREAM","market.housing","Total","Total","Total","Total","2.bed",0.7143
"4211","LA10","MAINSTREAM","market.housing","Total","Total","Total","Total","3.bed",0.5634
"4212","LA10","MAINSTREAM","market.housing","Total","Total","Total","Total","4..bed",1.0682
"4213","LA10","MAINSTREAM","affordable.housing","Total","Total","Total","Total","1.bed",0.7832
"4214","LA10","MAINSTREAM","affordable.housing","Total","Total","Total","Total","2.bed",1.4444
"4215","LA10","MAINSTREAM","affordable.housing","Total","Total","Total","Total","3.bed",1.547
"4216","LA10","MAINSTREAM","affordable.housing","Total","Total","Total","Total","4..bed",4.25
"4217","LA10","PRU","market.housing","Total","Total","Total","Total","1.bed",0
"4218","LA10","PRU","market.housing","Total","Total","Total","Total","2.bed",0
"4219","LA10","PRU","market.housing","Total","Total","Total","Total","3.bed",0
"4220","LA10","PRU","market.housing","Total","Total","Total","Total","4..bed",0
"4221","LA10","PRU","affordable.housing","Total","Total","Total","Total","1.bed",0
"4222","LA10","PRU","affordable.housing","Total","Total","Total","Total","2.bed",0
"4223","LA10","PRU","affordable.housing","Total","Total","Total","Total","3.bed",0
"4224","LA10","PRU","affordable.housing","Total","Total","Total","Total","4..bed",0
"4225","LA10","PS","market.housing","Total","Total","Total","Total","1.bed",0.0632
"4226","LA10","PS","market.housing","Total","Total","Total","Total","2.bed",0.2857
"4227","LA10","PS","market.housing","Total","Total","Total","Total","3.bed",0.1549
"4228","LA10","PS","market.housing","Total","Total","Total","Total","4..bed",0.3636
"4229","LA10","PS","affordable.housing","Total","Total","Total","Total","1.bed",0.2071
"4230","LA10","PS","affordable.housing","Total","Total","Total","Total","2.bed",0.386
"4231","LA10","PS","affordable.housing","Total","Total","Total","Total","3.bed",0.5385
"4232","LA10","PS","affordable.housing","Total","Total","Total","Total","4..bed",2.075
"4233","LA10","SEN","market.housing","Total","Total","Total","Total","1.bed",0
"4234","LA10","SEN","market.housing","Total","Total","Total","Total","2.bed",0.0119
"4235","LA10","SEN","market.housing","Total","Total","Total","Total","3.bed",0
"4236","LA10","SEN","market.housing","Total","Total","Total","Total","4..bed",0
"4237","LA10","SEN","affordable.housing","Total","Total","Total","Total","1.bed",0.0065
"4238","LA10","SEN","affordable.housing","Total","Total","Total","Total","2.bed",0.0292
"4239","LA10","SEN","affordable.housing","Total","Total","Total","Total","3.bed",0.0427
"4240","LA10","SEN","affordable.housing","Total","Total","Total","Total","4..bed",0.225
"4241","LA10","SS","market.housing","Total","Total","Total","Total","1.bed",0.0172
"4242","LA10","SS","market.housing","Total","Total","Total","Total","2.bed",0.119
"4243","LA10","SS","market.housing","Total","Total","Total","Total","3.bed",0.0704
"4244","LA10","SS","market.housing","Total","Total","Total","Total","4..bed",0.2045
"4245","LA10","SS","affordable.housing","Total","Total","Total","Total","1.bed",0.0518
"4246","LA10","SS","affordable.housing","Total","Total","Total","Total","2.bed",0.1228
"4247","LA10","SS","affordable.housing","Total","Total","Total","Total","3.bed",0.2564
"4248","LA10","SS","affordable.housing","Total","Total","Total","Total","4..bed",1.025
"4249","LA11","All Phases","market.housing","Total","Total","Total","Total","1.bed",1
"4250","LA11","All Phases","market.housing","Total","Total","Total","Total","2.bed",4
"4251","LA11","All Phases","market.housing","Total","Total","Total","Total","3.bed",0.95
"4252","LA11","All Phases","market.housing","Total","Total","Total","Total","4..bed",2
"4253","LA11","All Phases","affordable.housing","Total","Total","Total","Total","1.bed",0.6389
"4254","LA11","All Phases","affordable.housing","Total","Total","Total","Total","2.bed",1.9444
"4255","LA11","All Phases","affordable.housing","Total","Total","Total","Total","3.bed",1.2857
"4256","LA11","All Phases","affordable.housing","Total","Total","Total","Total","4..bed",1.5
"4257","LA11","AP","market.housing","Total","Total","Total","Total","1.bed",0
"4258","LA11","AP","market.housing","Total","Total","Total","Total","2.bed",0
"4259","LA11","AP","market.housing","Total","Total","Total","Total","3.bed",0
"4260","LA11","AP","market.housing","Total","Total","Total","Total","4..bed",0
"4261","LA11","AP","affordable.housing","Total","Total","Total","Total","1.bed",0
"4262","LA11","AP","affordable.housing","Total","Total","Total","Total","2.bed",0
"4263","LA11","AP","affordable.housing","Total","Total","Total","Total","3.bed",0
"4264","LA11","AP","affordable.housing","Total","Total","Total","Total","4..bed",0
"4265","LA11","EY","market.housing","Total","Total","Total","Total","1.bed",0.25
"4266","LA11","EY","market.housing","Total","Total","Total","Total","2.bed",2
"4267","LA11","EY","market.housing","Total","Total","Total","Total","3.bed",0.25
"4268","LA11","EY","market.housing","Total","Total","Total","Total","4..bed",0.5
"4269","LA11","EY","affordable.housing","Total","Total","Total","Total","1.bed",0.5
"4270","LA11","EY","affordable.housing","Total","Total","Total","Total","2.bed",1
"4271","LA11","EY","affordable.housing","Total","Total","Total","Total","3.bed",0.1429
"4272","LA11","EY","affordable.housing","Total","Total","Total","Total","4..bed",1
"4273","LA11","FE","market.housing","Total","Total","Total","Total","1.bed",0.0833
"4274","LA11","FE","market.housing","Total","Total","Total","Total","2.bed",0
"4275","LA11","FE","market.housing","Total","Total","Total","Total","3.bed",0.2
"4276","LA11","FE","market.housing","Total","Total","Total","Total","4..bed",0
"4277","LA11","FE","affordable.housing","Total","Total","Total","Total","1.bed",0.0833
"4278","LA11","FE","affordable.housing","Total","Total","Total","Total","2.bed",0.2222
"4279","LA11","FE","affordable.housing","Total","Total","Total","Total","3.bed",0.1429
"4280","LA11","FE","affordable.housing","Total","Total","Total","Total","4..bed",0
"4281","LA11","MAINSTREAM","market.housing","Total","Total","Total","Total","1.bed",1
"4282","LA11","MAINSTREAM","market.housing","Total","Total","Total","Total","2.bed",4
"4283","LA11","MAINSTREAM","market.housing","Total","Total","Total","Total","3.bed",0.95
"4284","LA11","MAINSTREAM","market.housing","Total","Total","Total","Total","4..bed",2
"4285","LA11","MAINSTREAM","affordable.housing","Total","Total","Total","Total","1.bed",0.6389
"4286","LA11","MAINSTREAM","affordable.housing","Total","Total","Total","Total","2.bed",1.9444
"4287","LA11","MAINSTREAM","affordable.housing","Total","Total","Total","Total","3.bed",1.2857
"4288","LA11","MAINSTREAM","affordable.housing","Total","Total","Total","Total","4..bed",1.5
"4289","LA11","PRU","market.housing","Total","Total","Total","Total","1.bed",0
"4290","LA11","PRU","market.housing","Total","Total","Total","Total","2.bed",0
"4291","LA11","PRU","market.housing","Total","Total","Total","Total","3.bed",0
"4292","LA11","PRU","market.housing","Total","Total","Total","Total","4..bed",0
"4293","LA11","PRU","affordable.housing","Total","Total","Total","Total","1.bed",0
"4294","LA11","PRU","affordable.housing","Total","Total","Total","Total","2.bed",0
"4295","LA11","PRU","affordable.housing","Total","Total","Total","Total","3.bed",0
"4296","LA11","PRU","affordable.housing","Total","Total","Total","Total","4..bed",0
"4297","LA11","PS","market.housing","Total","Total","Total","Total","1.bed",0.0833
"4298","LA11","PS","market.housing","Total","Total","Total","Total","2.bed",0
"4299","LA11","PS","market.housing","Total","Total","Total","Total","3.bed",0.25
"4300","LA11","PS","market.housing","Total","Total","Total","Total","4..bed",1
"4301","LA11","PS","affordable.housing","Total","Total","Total","Total","1.bed",0.0556
"4302","LA11","PS","affordable.housing","Total","Total","Total","Total","2.bed",0.6667
"4303","LA11","PS","affordable.housing","Total","Total","Total","Total","3.bed",0.7143
"4304","LA11","PS","affordable.housing","Total","Total","Total","Total","4..bed",0
"4305","LA11","SEN","market.housing","Total","Total","Total","Total","1.bed",0
"4306","LA11","SEN","market.housing","Total","Total","Total","Total","2.bed",0
"4307","LA11","SEN","market.housing","Total","Total","Total","Total","3.bed",0
"4308","LA11","SEN","market.housing","Total","Total","Total","Total","4..bed",0
"4309","LA11","SEN","affordable.housing","Total","Total","Total","Total","1.bed",0
"4310","LA11","SEN","affordable.housing","Total","Total","Total","Total","2.bed",0
"4311","LA11","SEN","affordable.housing","Total","Total","Total","Total","3.bed",0
"4312","LA11","SEN","affordable.housing","Total","Total","Total","Total","4..bed",0
"4313","LA11","SS","market.housing","Total","Total","Total","Total","1.bed",0.5833
"4314","LA11","SS","market.housing","Total","Total","Total","Total","2.bed",2
"4315","LA11","SS","market.housing","Total","Total","Total","Total","3.bed",0.25
"4316","LA11","SS","market.housing","Total","Total","Total","Total","4..bed",0.5
"4317","LA11","SS","affordable.housing","Total","Total","Total","Total","1.bed",0
"4318","LA11","SS","affordable.housing","Total","Total","Total","Total","2.bed",0.0556
"4319","LA11","SS","affordable.housing","Total","Total","Total","Total","3.bed",0.2857
"4320","LA11","SS","affordable.housing","Total","Total","Total","Total","4..bed",0.5
"4321","LA12","All Phases","market.housing","Total","Total","Total","Total","1.bed",0.2885
"4322","LA12","All Phases","market.housing","Total","Total","Total","Total","2.bed",0.8261
"4323","LA12","All Phases","market.housing","Total","Total","Total","Total","3.bed",0.7647
"4324","LA12","All Phases","market.housing","Total","Total","Total","Total","4..bed",1.5
"4325","LA12","All Phases","affordable.housing","Total","Total","Total","Total","1.bed",0.9447
"4326","LA12","All Phases","affordable.housing","Total","Total","Total","Total","2.bed",1.83
"4327","LA12","All Phases","affordable.housing","Total","Total","Total","Total","3.bed",3.5634
"4328","LA12","All Phases","affordable.housing","Total","Total","Total","Total","4..bed",4.3
"4329","LA12","AP","market.housing","Total","Total","Total","Total","1.bed",0
"4330","LA12","AP","market.housing","Total","Total","Total","Total","2.bed",0
"4331","LA12","AP","market.housing","Total","Total","Total","Total","3.bed",0
"4332","LA12","AP","market.housing","Total","Total","Total","Total","4..bed",0
"4333","LA12","AP","affordable.housing","Total","Total","Total","Total","1.bed",0.004
"4334","LA12","AP","affordable.housing","Total","Total","Total","Total","2.bed",0.01
"4335","LA12","AP","affordable.housing","Total","Total","Total","Total","3.bed",0.0141
"4336","LA12","AP","affordable.housing","Total","Total","Total","Total","4..bed",0
"4337","LA12","EY","market.housing","Total","Total","Total","Total","1.bed",0.1282
